DOID,Disease_Name,Chemical_Name,Chemical_ID,Direct_Evidence,PubMed_IDs
DOID:576,Proteinuria,pioglitazone,C060836,therapeutic,16687628|18448808
DOID:5419,Schizophrenia,piperacetazine,C067601,therapeutic,1119614
DOID:12987,Agranulocytosis,Piperacillin,D010878,therapeutic,3521269
DOID:1485,Cystic Fibrosis,Piperacillin,D010878,therapeutic,12366773
DOID:9470,"Meningitis, Bacterial",Piperacillin,D010878,therapeutic,6391888
DOID:1227,Neutropenia,Piperacillin,D010878,therapeutic,1524911
DOID:8283,Peritonitis,Piperacillin,D010878,therapeutic,16369182
DOID:11400,Pyelonephritis,Piperacillin,D010878,therapeutic,3945861
DOID:1074,Renal Insufficiency,Piperacillin,D010878,therapeutic,3415211
DOID:8478,Actinomycosis,piperacillin-tazobactam combination product,C085143,therapeutic,15155214
DOID:11405,Corynebacterium Infections,piperacillin-tazobactam combination product,C085143,therapeutic,15155214
DOID:11832,Seizures,Piperazines,D010879,therapeutic,12639573|15099923
DOID:10763,Hypertension,Piperidines,D010880,therapeutic,18679781
DOID:674,Cleft Palate,Piperonyl Butoxide,D010882,therapeutic,19851987
DOID:557,Kidney Diseases,Piperonyl Butoxide,D010882,therapeutic,2344991
DOID:12556,"Kidney Tubular Necrosis, Acute",Piperonyl Butoxide,D010882,therapeutic,1987650|851123
DOID:1089,Neural Tube Defects,Piperonyl Butoxide,D010882,therapeutic,19851987
DOID:365,Urinary Bladder Diseases,Piperonyl Butoxide,D010882,therapeutic,8486095
DOID:10763,Hypertension,Piperoxan,D010883,therapeutic,6290793
DOID:8997,Polycythemia Vera,Pipobroman,D010885,therapeutic,10342591|11736962
DOID:2224,"Thrombocythemia, Essential",Pipobroman,D010885,therapeutic,11736962
DOID:12849,Autistic Disorder,Piracetam,D010889,therapeutic,17929164
DOID:8927,Learning Disorders,Piracetam,D010889,therapeutic,8762467|9058011|9147253
DOID:2376,"Multiple Sclerosis, Chronic Progressive",Piracetam,D010889,therapeutic,19393848
DOID:9207,Myoclonus,Piracetam,D010889,therapeutic,1530086
DOID:1742,"Psychoses, Substance-Induced",Piracetam,D010889,therapeutic,2802233
DOID:11832,Seizures,Piracetam,D010889,therapeutic,6872331
DOID:1612,Breast Neoplasms,pirarubicin,C027260,therapeutic,1963274|2308782|3580506|9816034
DOID:8533,Hypopharyngeal Neoplasms,pirarubicin,C027260,therapeutic,16691149
DOID:9119,"Leukemia, Myeloid, Acute",pirarubicin,C027260,therapeutic,7715077
DOID:2645,Mesothelioma,pirarubicin,C027260,therapeutic,2917312
DOID:5485,"Sarcoma, Synovial",pirarubicin,C027260,therapeutic,7668875
DOID:11054,Urinary Bladder Neoplasms,pirarubicin,C027260,therapeutic,8397481|9070496
DOID:3363,Coronary Artery Disease,pirbuterol,C009118,therapeutic,6706438
DOID:6000,Heart Failure,pirbuterol,C009118,therapeutic,6706438
DOID:1094,Hyperkinesis,pirenperone,C034177,therapeutic,4048012
DOID:11832,Seizures,pirenperone,C034177,therapeutic,10764922|4048012|9085399
DOID:1724,Duodenal Ulcer,Pirenzepine,D010890,therapeutic,16613094
DOID:10763,Hypertension,Pirenzepine,D010890,therapeutic,4094621
DOID:11830,Myopia,Pirenzepine,D010890,therapeutic,12601066
DOID:750,Peptic Ulcer,Pirenzepine,D010890,therapeutic,12046381
DOID:11832,Seizures,Pirenzepine,D010890,therapeutic,8028781|8032910|9085399
DOID:10808,Stomach Ulcer,Pirenzepine,D010890,therapeutic,3865005
DOID:10763,Hypertension,piretanide,C015451,therapeutic,6373442
DOID:2921,Glomerulonephritis,pirfenidone,C093844,therapeutic,15561744
DOID:114,Heart Diseases,pirfenidone,C093844,therapeutic,14564477
DOID:557,Kidney Diseases,pirfenidone,C093844,therapeutic,14564477
DOID:576,Proteinuria,pirfenidone,C093844,therapeutic,15561744
DOID:14330,Parkinson Disease,Piribedil,D010891,therapeutic,10776750|1091122|12614313|944394
DOID:5419,Schizophrenia,Piribedil,D010891,therapeutic,103114
DOID:3021,Acute Kidney Injury,pirinixic acid,C006253,therapeutic,12503032
DOID:3310,"Dermatitis, Atopic",pirinixic acid,C006253,therapeutic,18249437
DOID:2772,"Dermatitis, Irritant",pirinixic acid,C006253,therapeutic,11851881
DOID:6000,Heart Failure,pirinixic acid,C006253,therapeutic,20558911
DOID:4195,Hyperglycemia,pirinixic acid,C006253,therapeutic,20558911
DOID:5844,Myocardial Infarction,pirinixic acid,C006253,therapeutic,12087064|19151258
DOID:9970,Obesity,pirinixic acid,C006253,therapeutic,20558911
DOID:8741,"Dermatitis, Seborrheic",piroctone olamine,C052599,therapeutic,21272039
DOID:3908,"Carcinoma, Non-Small-Cell Lung",piroxantrone,C046659,therapeutic,8094467
DOID:7148,"Arthritis, Rheumatoid",Piroxicam,D010894,therapeutic,1593574|7575694
DOID:3119,Gastrointestinal Neoplasms,Piroxicam,D010894,therapeutic,9617344
DOID:2645,Mesothelioma,Piroxicam,D010894,therapeutic,21858171
DOID:5844,Myocardial Infarction,Piroxicam,D010894,therapeutic,2957207
DOID:8398,Osteoarthritis,Piroxicam,D010894,therapeutic,2004031|3514082
DOID:11054,Urinary Bladder Neoplasms,Piroxicam,D010894,therapeutic,14566678
DOID:1407,"Uveitis, Anterior",Piroxicam,D010894,therapeutic,1987876
DOID:3363,Coronary Artery Disease,piroximone,C039686,therapeutic,1478213
DOID:6000,Heart Failure,piroximone,C039686,therapeutic,1478213
DOID:7148,"Arthritis, Rheumatoid",pirprofen,C008924,therapeutic,373942|8369897
DOID:6000,Heart Failure,pitavastatin,C108475,therapeutic,15502390
DOID:576,Proteinuria,pitavastatin,C108475,therapeutic,19666118
DOID:6364,Migraine Disorders,Pizotyline,D010918,therapeutic,4393372
DOID:9538,Multiple Myeloma,PK 11195,C037850,therapeutic,16166312
DOID:11832,Seizures,PK 11195,C037850,therapeutic,7491094
DOID:1612,Breast Neoplasms,PKF118-310,C548732,therapeutic,22470504
DOID:8566,Herpes Simplex,"plant extract, Houttuynia cordata",C442781,therapeutic,18325701
DOID:1205,Hypersensitivity,"plant extract, Houttuynia cordata",C442781,therapeutic,18325701
DOID:0050127,Sinusitis,"plant extract, Houttuynia cordata",C442781,therapeutic,18325701
DOID:3021,Acute Kidney Injury,Plant Extracts,D010936,therapeutic,18680783|19736602|22021999
DOID:0050424,Adenomatous Polyposis Coli,Plant Extracts,D010936,therapeutic,18205911
DOID:10652,Alzheimer Disease,Plant Extracts,D010936,therapeutic,16962711
DOID:4543,"Amnesia, Retrograde",Plant Extracts,D010936,therapeutic,20645848
DOID:2355,Anemia,Plant Extracts,D010936,therapeutic,15996025
DOID:2030,Anxiety Disorders,Plant Extracts,D010936,therapeutic,17562493
DOID:7148,"Arthritis, Rheumatoid",Plant Extracts,D010936,therapeutic,18723008
DOID:2316,Brain Ischemia,Plant Extracts,D010936,therapeutic,16041641|9799964
DOID:1612,Breast Neoplasms,Plant Extracts,D010936,therapeutic,20670616|22634262
DOID:5050,"Carcinoma, Ehrlich Tumor",Plant Extracts,D010936,therapeutic,14641813
DOID:3908,"Carcinoma, Non-Small-Cell Lung",Plant Extracts,D010936,therapeutic,19497414
DOID:8577,"Colitis, Ulcerative",Plant Extracts,D010936,therapeutic,15976189
DOID:10459,Common Cold,Plant Extracts,D010936,therapeutic,23246826
DOID:2089,Constipation,Plant Extracts,D010936,therapeutic,20699592
DOID:1679,Cystitis,Plant Extracts,D010936,therapeutic,10904158
DOID:216,Dental Caries,Plant Extracts,D010936,therapeutic,19616082
DOID:9351,Diabetes Mellitus,Plant Extracts,D010936,therapeutic,14608046|15720789|20363216
DOID:2044,"Drug-Induced Liver Injury, Chronic",Plant Extracts,D010936,therapeutic,22525864
DOID:12932,Endomyocardial Fibrosis,Plant Extracts,D010936,therapeutic,15268973
DOID:1826,Epilepsy,Plant Extracts,D010936,therapeutic,19439326
DOID:3328,"Epilepsy, Temporal Lobe",Plant Extracts,D010936,therapeutic,19700373
DOID:7725,"Epilepsy, Tonic-Clonic",Plant Extracts,D010936,therapeutic,16713362
DOID:1875,Erectile Dysfunction,Plant Extracts,D010936,therapeutic,10081103
DOID:9452,Fatty Liver,Plant Extracts,D010936,therapeutic,15975614|18718457|22967722
DOID:114,Heart Diseases,Plant Extracts,D010936,therapeutic,11530832|15282950|17622973|18807757|19957885|20060872|20146931|21378374
DOID:6000,Heart Failure,Plant Extracts,D010936,therapeutic,18097624
DOID:8566,Herpes Simplex,Plant Extracts,D010936,therapeutic,10715843
DOID:526,HIV Infections,Plant Extracts,D010936,therapeutic,12878215
DOID:4195,Hyperglycemia,Plant Extracts,D010936,therapeutic,18258225|18983991|19393637|19540215|20211156
DOID:9279,Hyperhomocysteinemia,Plant Extracts,D010936,therapeutic,16484555
DOID:1094,Hyperkinesis,Plant Extracts,D010936,therapeutic,11812522|12576211|15099920|16713362
DOID:1168,Hyperlipidemias,Plant Extracts,D010936,therapeutic,15268973|15975614|18823963
DOID:1205,Hypersensitivity,Plant Extracts,D010936,therapeutic,20580249
DOID:1920,Hyperuricemia,Plant Extracts,D010936,therapeutic,22967667
DOID:1459,Hypothyroidism,Plant Extracts,D010936,therapeutic,19059228
DOID:557,Kidney Diseases,Plant Extracts,D010936,therapeutic,15267137|15577213|16671961|17132217|17135156|19952499|19960953|21939360
DOID:5082,Liver Cirrhosis,Plant Extracts,D010936,therapeutic,17157831|22705329
DOID:409,Liver Diseases,Plant Extracts,D010936,therapeutic,17034775|18834867|19393637|19428341
DOID:850,Lung Diseases,Plant Extracts,D010936,therapeutic,18834914
DOID:1909,Melanoma,Plant Extracts,D010936,therapeutic,20653974
DOID:2560,Morphine Dependence,Plant Extracts,D010936,therapeutic,12934646
DOID:5844,Myocardial Infarction,Plant Extracts,D010936,therapeutic,11395263|15185846|17135156|17467089|18697569|19058010|19298195|19476257|19641666|20846025
DOID:3394,Myocardial Ischemia,Plant Extracts,D010936,therapeutic,18949894|19623992|19960946
DOID:8986,Narcolepsy,Plant Extracts,D010936,therapeutic,21061460
DOID:1289,Neurodegenerative Diseases,Plant Extracts,D010936,therapeutic,21972102
DOID:3602,Neurotoxicity Syndromes,Plant Extracts,D010936,therapeutic,19744517|21972102|22521218
DOID:9970,Obesity,Plant Extracts,D010936,therapeutic,14608046|19056576|20132043|22967722|23232078
DOID:9282,Ocular Hypertension,Plant Extracts,D010936,therapeutic,19064852
DOID:3347,Osteosarcoma,Plant Extracts,D010936,therapeutic,23201449
DOID:14654,Prostatitis,Plant Extracts,D010936,therapeutic,21427997
DOID:1074,Renal Insufficiency,Plant Extracts,D010936,therapeutic,19403290
DOID:2303,Stereotypic Movement Disorder,Plant Extracts,D010936,therapeutic,12576211|15099920|16235717|18379620|2335961
DOID:10808,Stomach Ulcer,Plant Extracts,D010936,therapeutic,12787963|15255614|16425415|17135157|18193104|18237397|19497430|19570992|19783516
DOID:365,Urinary Bladder Diseases,Plant Extracts,D010936,therapeutic,10680587
DOID:1936,Atherosclerosis,Plant Oils,D010938,therapeutic,16216721
DOID:5050,"Carcinoma, Ehrlich Tumor",Plant Oils,D010938,therapeutic,19121295
DOID:1679,Cystitis,Plant Oils,D010938,therapeutic,19553095
DOID:114,Heart Diseases,Plant Oils,D010938,therapeutic,21960663
DOID:11832,Seizures,Plant Oils,D010938,therapeutic,12967596|17976969|20237771
DOID:10808,Stomach Ulcer,Plant Oils,D010938,therapeutic,16252198|19410566
DOID:10652,Alzheimer Disease,Plant Preparations,D028321,therapeutic,9449054
DOID:2355,Anemia,Plant Preparations,D028321,therapeutic,15220675|16872048
DOID:2841,Asthma,Plant Preparations,D028321,therapeutic,15330010
DOID:2841,Bronchial Hyperreactivity,Plant Preparations,D028321,therapeutic,15330010
DOID:13001,Carotid Stenosis,Plant Preparations,D028321,therapeutic,15158307
DOID:3363,Coronary Artery Disease,Plant Preparations,D028321,therapeutic,15158307
DOID:9351,Diabetes Mellitus,Plant Preparations,D028321,therapeutic,22062806
DOID:2044,Drug-Induced Liver Injury,Plant Preparations,D028321,therapeutic,16804966
DOID:3087,Gingivitis,Plant Preparations,D028321,therapeutic,20415914
DOID:4195,Hyperglycemia,Plant Preparations,D028321,therapeutic,21050842
DOID:557,Kidney Diseases,Plant Preparations,D028321,therapeutic,19883716
DOID:615,Leukopenia,Plant Preparations,D028321,therapeutic,16872048
DOID:26,Pancreatic Diseases,Plant Preparations,D028321,therapeutic,21050842
DOID:576,Proteinuria,Plant Preparations,D028321,therapeutic,14672755
DOID:11054,Urinary Bladder Neoplasms,Plant Preparations,D028321,therapeutic,11251952
DOID:10808,Stomach Ulcer,Plastoquinone,D010971,therapeutic,16755016
DOID:936,Brain Diseases,Platelet Aggregation Inhibitors,D010975,therapeutic,9543650
DOID:4247,Coronary Restenosis,Platelet Aggregation Inhibitors,D010975,therapeutic,18707571
DOID:11847,Coronary Thrombosis,Platelet Aggregation Inhibitors,D010975,therapeutic,18707571
DOID:2921,Glomerulonephritis,Platelet Aggregation Inhibitors,D010975,therapeutic,8267029
DOID:1909,Melanoma,Platinum,D010984,therapeutic,16814760
DOID:769,Neuroblastoma,Platinum,D010984,therapeutic,16814760
DOID:2998,Testicular Neoplasms,Platinum,D010984,therapeutic,2728727
DOID:3908,"Carcinoma, Non-Small-Cell Lung",Platinum Compounds,D017671,therapeutic,22703830|22787411
DOID:1909,Melanoma,Platinum Compounds,D017671,therapeutic,16814760
DOID:769,Neuroblastoma,Platinum Compounds,D017671,therapeutic,16314621|16814760
DOID:3347,Osteosarcoma,Platinum Compounds,D017671,therapeutic,16314621
DOID:4001,Ovarian epithelial cancer,Platinum Compounds,D017671,therapeutic,19704064
DOID:76,Stomach Diseases,plaunotol,C047686,therapeutic,10215738
DOID:10459,Common Cold,pleconaril,C115201,therapeutic,12802751
DOID:3247,Rhabdomyosarcoma,Plicamycin,D008926,therapeutic,857581
DOID:3525,"Infarction, Middle Cerebral Artery",plumbagin,C014758,therapeutic,20028456
DOID:1909,Melanoma,PLX4032,C551177,therapeutic,20823850|20973932|21606968|21639808|21656352|21770473|21802280
DOID:2671,"Carcinoma, Transitional Cell",Podophyllotoxin,D011034,therapeutic,813346
DOID:11168,Condylomata Acuminata,Podophyllotoxin,D011034,therapeutic,9449907
DOID:10762,"Hypertension, Portal",polaprezinc,C061957,therapeutic,16984587
DOID:0050589,Inflammatory Bowel Diseases,polaprezinc,C061957,therapeutic,16949620
DOID:10808,Stomach Ulcer,polaprezinc,C061957,therapeutic,16984587
DOID:9970,Obesity,Poloxamer,D020442,therapeutic,16872557
DOID:557,Kidney Diseases,polyaspartate,C017645,therapeutic,1856146
DOID:9455,Lipidoses,polyaspartate,C017645,therapeutic,1856146
DOID:4961,Bone Marrow Diseases,polyethylene glycol-recombinant human megakaryocyte growth and development factor,C103117,therapeutic,10641595
DOID:9970,Obesity,Polylysine,D011107,therapeutic,16723640
DOID:1679,Cystitis,Polymyxin B,D011112,therapeutic,6245359
DOID:2921,Glomerulonephritis,Polymyxin B,D011112,therapeutic,12845235
DOID:936,Brain Diseases,Polyphenols,D059808,therapeutic,22223486
DOID:1749,"Carcinoma, Squamous Cell",Polyphenols,D059808,therapeutic,18336807
DOID:2044,Drug-Induced Liver Injury,Polyphenols,D059808,therapeutic,19370779
DOID:1168,Hyperlipidemias,Polyphenols,D059808,therapeutic,18823963
DOID:557,Kidney Diseases,Polyphenols,D059808,therapeutic,17132217|21369715|21724663
DOID:409,Liver Diseases,Polyphenols,D059808,therapeutic,16698588
DOID:11476,Osteoporosis,Polyphenols,D059808,therapeutic,20069278
DOID:1184,Nephrotic Syndrome,Polysaccharides,D011134,therapeutic,17019561
DOID:10763,Hypertension,Polythiazide,D011139,therapeutic,361988|403051|5086971|805026
DOID:9970,Obesity,Polythiazide,D011139,therapeutic,5609025
DOID:1240,Leukemia,POMP protocol,C045495,therapeutic,5038956
DOID:11832,Seizures,poncirin,C119641,therapeutic,20362043
DOID:1749,"Carcinoma, Squamous Cell",Porphyrins,D011166,therapeutic,20485822
DOID:13564,Aspergillosis,posaconazole,C101425,therapeutic,19032016
DOID:11162,Respiratory Insufficiency,posatirelin,C055448,therapeutic,1305443|1833029
DOID:3021,Acute Kidney Injury,Potassium,D011188,therapeutic,7144139
DOID:9351,Diabetes Mellitus,Potassium,D011188,therapeutic,18981326
DOID:1837,Diabetic Ketoacidosis,Potassium,D011188,therapeutic,11430560
DOID:114,Heart Diseases,Potassium,D011188,therapeutic,8607134|9487265
DOID:6000,Heart Failure,Potassium,D011188,therapeutic,517886|7018361|7220787
DOID:10763,Hypertension,Potassium,D011188,therapeutic,3330028
DOID:4500,Hypokalemia,Potassium,D011188,therapeutic,19637407|2596940|3524185|7021608|7893301
DOID:14452,Hypokalemic Periodic Paralysis,Potassium,D011188,therapeutic,19822448
DOID:557,Kidney Diseases,Potassium,D011188,therapeutic,1429477
DOID:2234,"Epilepsies, Partial",potassium bromide,C039004,therapeutic,11558140
DOID:11832,Seizures,potassium bromide,C039004,therapeutic,21480876
DOID:6000,Heart Failure,Potassium Chloride,D011189,therapeutic,3709557
DOID:4500,Hypokalemia,Potassium Chloride,D011189,therapeutic,10652038|16164400|18412527|3045028|3662713|4606449|6195908|6731517|7357812|7828395
DOID:11832,Seizures,Potassium Chloride,D011189,therapeutic,6405441
DOID:585,Nephrolithiasis,Potassium Citrate,D019357,therapeutic,11475849
DOID:6000,Heart Failure,"Potassium, Dietary",D017419,therapeutic,6798885
DOID:4500,Hypokalemia,"Potassium, Dietary",D017419,therapeutic,17827844|417199|594295
DOID:557,Kidney Diseases,"Potassium, Dietary",D017419,therapeutic,9926976
DOID:7997,Thyrotoxicosis,Potassium Iodide,D011193,therapeutic,9392993
DOID:4500,Hypokalemia,potassium-magnesium citrate,C066902,therapeutic,10401023
DOID:7998,Hyperthyroidism,potassium perchlorate,C009006,therapeutic,18334037
DOID:1909,Melanoma,PP regimen,C418366,therapeutic,11479430
DOID:10763,Hypertension,Practolol,D011217,therapeutic,2872366|4609447|6110712|779587
DOID:10763,Hypertension,praeruptorin A,C441070,therapeutic,20433815
DOID:3602,Neurotoxicity Syndromes,pralidoxime,C028797,therapeutic,9081959
DOID:11832,Seizures,pralidoxime,C028797,therapeutic,21097996
DOID:14330,Parkinson Disease,pramipexole,C061333,therapeutic,10928575|11194495|11261747|11487183|12093142|12165940|15178694|16534128|17154040|17534955|18181204|20705114
DOID:0050425,Restless Legs Syndrome,pramipexole,C061333,therapeutic,10553755|18495313|20705114
DOID:2841,Asthma,pranlukast,C047681,therapeutic,10069892|20332717
DOID:5295,Intestinal Diseases,pranlukast,C047681,therapeutic,18236018
DOID:326,Ischemia,pranlukast,C047681,therapeutic,19129732
DOID:4483,Rhinitis,pranlukast,C047681,therapeutic,20332717
DOID:114,Heart Diseases,pranolium,C002616,therapeutic,3158144
DOID:1936,Atherosclerosis,prasugrel,C408153,therapeutic,22692976
DOID:5844,Myocardial Infarction,prasugrel,C408153,therapeutic,19877380
DOID:3021,Acute Kidney Injury,Pravastatin,D017035,therapeutic,20368269|20650967
DOID:1936,Atherosclerosis,Pravastatin,D017035,therapeutic,19330073|7586340
DOID:6713,Cerebrovascular Disorders,Pravastatin,D017035,therapeutic,12409635
DOID:3363,Coronary Artery Disease,Pravastatin,D017035,therapeutic,18374337|19660595|20102908|8647574
DOID:3393,Coronary Disease,Pravastatin,D017035,therapeutic,12409635|15771919
DOID:9351,Diabetes Mellitus,Pravastatin,D017035,therapeutic,16472047
DOID:5082,Fibrosis,Pravastatin,D017035,therapeutic,17170375
DOID:114,Heart Diseases,Pravastatin,D017035,therapeutic,18483861
DOID:1168,Hyperlipidemias,Pravastatin,D017035,therapeutic,11404165|20102918|9110123
DOID:13810,Hyperlipoproteinemia Type II,Pravastatin,D017035,therapeutic,2492189
DOID:10763,Hypertension,Pravastatin,D017035,therapeutic,17170375
DOID:1388,Hypoalphalipoproteinemias,Pravastatin,D017035,therapeutic,8238075
DOID:5844,Myocardial Infarction,Pravastatin,D017035,therapeutic,17188708|7586340|8647574
DOID:576,Proteinuria,Pravastatin,D017035,therapeutic,12105140
DOID:3455,Stroke,Pravastatin,D017035,therapeutic,7586340
DOID:10930,Borderline Personality Disorder,Prazepam,D011222,therapeutic,15169711
DOID:10718,Giardiasis,Praziquantel,D011223,therapeutic,18661153|19575233
DOID:883,Helminthiasis,Praziquantel,D011223,therapeutic,12886816
DOID:9428,Intracranial Hypertension,Praziquantel,D011223,therapeutic,11565520
DOID:5082,Liver Cirrhosis,Praziquantel,D011223,therapeutic,18473419
DOID:10079,Neurocysticercosis,Praziquantel,D011223,therapeutic,11565520|12557589|2894568|3407004|7898711|8103859|9259764|9886213
DOID:13768,Opisthorchiasis,Praziquantel,D011223,therapeutic,21256849|8896890
DOID:0050597,Schistosomiasis japonica,Praziquantel,D011223,therapeutic,6673126
DOID:0050597,Schistosomiasis mansoni,Praziquantel,D011223,therapeutic,8898462
DOID:0050596,Taeniasis,Praziquantel,D011223,therapeutic,3054764
DOID:11465,Autonomic Nervous System Diseases,Prazosin,D011224,therapeutic,8821553
DOID:2044,Drug-Induced Liver Injury,Prazosin,D011224,therapeutic,18071297
DOID:6000,Heart Failure,Prazosin,D011224,therapeutic,12723015|510213|6258839|6788266|7058000|7223592|7300762|7436166|7903757|8484524|889599
DOID:1094,Hyperkinesis,Prazosin,D011224,therapeutic,12955385|6276192|7498321|7912614
DOID:10763,Hypertension,Prazosin,D011224,therapeutic,10433872|12086979|12219178|13230|1355091|15772525|1727569|17505274|1934541|20850911|2663413|2763204|2872958|2913766|2953239|339373|343006|361988|37015|3792430|403051|564728|6118972|6162595|6193367|6199597|6416479|64882|6625796|6761057|6788266|7023672|7061132|7285478|7307590|7789292|7903757|791450|793676|802633|805026|8203622|8484524|8720421|8816361|8821553|8835608|8931848|9043492
DOID:1073,"Hypertension, Renal",Prazosin,D011224,therapeutic,802633
DOID:11502,Mitral Valve Insufficiency,Prazosin,D011224,therapeutic,7378216
DOID:4752,Multiple System Atrophy,Prazosin,D011224,therapeutic,10699651
DOID:10300,Raynaud Disease,Prazosin,D011224,therapeutic,6124197|7903757
DOID:1074,Renal Insufficiency,Prazosin,D011224,therapeutic,7300762
DOID:11832,Seizures,Prazosin,D011224,therapeutic,6104728|8224101
DOID:2055,"Stress Disorders, Post-Traumatic",Prazosin,D011224,therapeutic,18519538
DOID:12577,Urethral Obstruction,Prazosin,D011224,therapeutic,1975868
DOID:1094,Hyperkinesis,preclamol,C026539,therapeutic,11224162|6139838|6617748
DOID:2303,Stereotypic Movement Disorder,preclamol,C026539,therapeutic,1686815|6139838
DOID:3042,"Dermatitis, Allergic Contact",prednicarbate,C035287,therapeutic,11692113
DOID:3310,"Dermatitis, Atopic",prednicarbate,C035287,therapeutic,11692113
DOID:6543,Acne Vulgaris,Prednisolone,D011239,therapeutic,2938008
DOID:986,Alopecia Areata,Prednisolone,D011239,therapeutic,4422330
DOID:13382,"Anemia, Megaloblastic",Prednisolone,D011239,therapeutic,19110522
DOID:13381,"Anemia, Pernicious",Prednisolone,D011239,therapeutic,17098697
DOID:13189,"Arthritis, Gouty",Prednisolone,D011239,therapeutic,17276548
DOID:7148,"Arthritis, Rheumatoid",Prednisolone,D011239,therapeutic,11021173|11491499|12846051|17696277|20346242|6419855|71639|7173301|7443604
DOID:2841,Asthma,Prednisolone,D011239,therapeutic,10069892|11968751|12171842|17477857|7443604
DOID:417,Autoimmune Diseases,Prednisolone,D011239,therapeutic,19336998
DOID:13241,Behcet Syndrome,Prednisolone,D011239,therapeutic,7443604
DOID:4960,Bone Marrow Neoplasms,Prednisolone,D011239,therapeutic,2214347
DOID:1612,Breast Neoplasms,Prednisolone,D011239,therapeutic,3169098
DOID:8584,Burkitt Lymphoma,Prednisolone,D011239,therapeutic,9186541
DOID:3049,Churg-Strauss Syndrome,Prednisolone,D011239,therapeutic,10069892|11968751
DOID:8577,"Colitis, Ulcerative",Prednisolone,D011239,therapeutic,10349305|11579953|12904520|16830305|17404867|22119283
DOID:854,Collagen Diseases,Prednisolone,D011239,therapeutic,2792461
DOID:8778,Crohn Disease,Prednisolone,D011239,therapeutic,15450780
DOID:3310,"Dermatitis, Atopic",Prednisolone,D011239,therapeutic,12811023
DOID:2773,"Dermatitis, Contact",Prednisolone,D011239,therapeutic,12499574
DOID:2044,Drug-Induced Liver Injury,Prednisolone,D011239,therapeutic,10812824|17297432|3338372|9365130
DOID:4692,Endophthalmitis,Prednisolone,D011239,therapeutic,11232733
DOID:999,Eosinophilia,Prednisolone,D011239,therapeutic,1355641
DOID:308,"Epilepsies, Myoclonic",Prednisolone,D011239,therapeutic,17951084
DOID:0050561,"Epileptic encephalopathy, Lennox-Gastaut type",Prednisolone,D011239,therapeutic,17951084
DOID:0050185,Erythema Multiforme,Prednisolone,D011239,therapeutic,19040509
DOID:13375,Giant Cell Arteritis,Prednisolone,D011239,therapeutic,6326327
DOID:2986,"Glomerulonephritis, IGA",Prednisolone,D011239,therapeutic,11728950|15480902
DOID:2920,"Glomerulonephritis, Membranoproliferative",Prednisolone,D011239,therapeutic,18175061
DOID:10003,"Hearing Loss, Sensorineural",Prednisolone,D011239,therapeutic,10474673
DOID:12351,"Hepatitis, Alcoholic",Prednisolone,D011239,therapeutic,340319
DOID:2048,"Hepatitis, Autoimmune",Prednisolone,D011239,therapeutic,10863328|15283191|19664162
DOID:2043,"Hepatitis B, Chronic",Prednisolone,D011239,therapeutic,3781203
DOID:1883,"Hepatitis C, Chronic",Prednisolone,D011239,therapeutic,10213131
DOID:2237,"Hepatitis, Chronic",Prednisolone,D011239,therapeutic,1144250|947726
DOID:12678,Hypercalcemia,Prednisolone,D011239,therapeutic,1115441
DOID:7998,Hyperthyroidism,Prednisolone,D011239,therapeutic,8542214
DOID:0050589,Inflammatory Bowel Diseases,Prednisolone,D011239,therapeutic,8150359
DOID:12556,"Kidney Tubular Necrosis, Acute",Prednisolone,D011239,therapeutic,11300142
DOID:1024,Leprosy,Prednisolone,D011239,therapeutic,6260900
DOID:10887,"Leprosy, Lepromatous",Prednisolone,D011239,therapeutic,16638414
DOID:9119,"Leukemia, Myeloid, Acute",Prednisolone,D011239,therapeutic,2172608|4502569
DOID:9513,"Leukemia, Plasma Cell",Prednisolone,D011239,therapeutic,4571885
DOID:8692,"Leukemia, Promyelocytic, Acute",Prednisolone,D011239,therapeutic,19887701
DOID:3082,"Lung Diseases, Interstitial",Prednisolone,D011239,therapeutic,19653137
DOID:0050169,"Lupus Erythematosus, Cutaneous",Prednisolone,D011239,therapeutic,19040509
DOID:9074,"Lupus Erythematosus, Systemic",Prednisolone,D011239,therapeutic,10566758|11491499|1550394|16130515|16260053|20398172|5475847|7443604|8174575|9712114
DOID:75,Lymphatic Diseases,Prednisolone,D011239,therapeutic,10812824
DOID:12783,Migraine without Aura,Prednisolone,D011239,therapeutic,19614965
DOID:9538,Multiple Myeloma,Prednisolone,D011239,therapeutic,10618687|16611307|1803051|183029|18726593|19602793|206105|3838922
DOID:2377,Multiple Sclerosis,Prednisolone,D011239,therapeutic,3518312
DOID:437,Myasthenia Gravis,Prednisolone,D011239,therapeutic,17098697|17199845|2112245|3256814|9690394
DOID:820,Myocarditis,Prednisolone,D011239,therapeutic,16130515
DOID:1063,"Nephritis, Interstitial",Prednisolone,D011239,therapeutic,10525003|11300142|12073628|12601409|15213314|18709970|20731847|6106853|6604293|7934394|8671830|9740571
DOID:10966,"Nephrosis, Lipoid",Prednisolone,D011239,therapeutic,3590804|3802598|7752507
DOID:1184,Nephrotic Syndrome,Prednisolone,D011239,therapeutic,11598405|1268509|15480905|20200003|3590804|5475847|7343524|7933665|793539|7947043|9323293|9794559
DOID:10079,Neurocysticercosis,Prednisolone,D011239,therapeutic,12557589
