Disease_Name,DOID,Gene_Symbol
thyroid adenoma,DOID:2891,NAT2
thyroid adenoma,DOID:2891,ACHE
thyroid adenoma,DOID:2891,PARP1
thyroid adenoma,DOID:2891,AKT1
thyroid adenoma,DOID:2891,AKT2
thyroid adenoma,DOID:2891,AMH
thyroid adenoma,DOID:2891,APEX1
thyroid adenoma,DOID:2891,FAS
thyroid adenoma,DOID:2891,FASLG
thyroid adenoma,DOID:2891,RHOG
thyroid adenoma,DOID:2891,ARNT
thyroid adenoma,DOID:2891,ARRB2
thyroid adenoma,DOID:2891,ATM
thyroid adenoma,DOID:2891,BAD
thyroid adenoma,DOID:2891,BCL2
thyroid adenoma,DOID:2891,BRAF
thyroid adenoma,DOID:2891,CDK6
thyroid adenoma,DOID:2891,CDKN1B
thyroid adenoma,DOID:2891,CDKN2B
thyroid adenoma,DOID:2891,CGA
thyroid adenoma,DOID:2891,CCR5
thyroid adenoma,DOID:2891,COMT
thyroid adenoma,DOID:2891,CSF2
thyroid adenoma,DOID:2891,CYP1A1
thyroid adenoma,DOID:2891,CYP2D6
thyroid adenoma,DOID:2891,NQO1
thyroid adenoma,DOID:2891,DIO1
thyroid adenoma,DOID:2891,EGFR
thyroid adenoma,DOID:2891,EP300
thyroid adenoma,DOID:2891,ERBB2
thyroid adenoma,DOID:2891,ERCC2
thyroid adenoma,DOID:2891,ESR1
thyroid adenoma,DOID:2891,FGFR1
thyroid adenoma,DOID:2891,FGFR4
thyroid adenoma,DOID:2891,FHIT
thyroid adenoma,DOID:2891,FIGF
thyroid adenoma,DOID:2891,FOXE1
thyroid adenoma,DOID:2891,FN1
thyroid adenoma,DOID:2891,GFRA1
thyroid adenoma,DOID:2891,GFRA2
thyroid adenoma,DOID:2891,GFRA3
thyroid adenoma,DOID:2891,GHR
thyroid adenoma,DOID:2891,GNB3
thyroid adenoma,DOID:2891,GPX3
thyroid adenoma,DOID:2891,GSTM1
thyroid adenoma,DOID:2891,GSTP1
thyroid adenoma,DOID:2891,GSTT1
thyroid adenoma,DOID:2891,HIF1A
thyroid adenoma,DOID:2891,HLA-C
thyroid adenoma,DOID:2891,HLA-DQA1
thyroid adenoma,DOID:2891,HLA-DQB1
thyroid adenoma,DOID:2891,HLA-DRB1
thyroid adenoma,DOID:2891,HPGD
thyroid adenoma,DOID:2891,HRAS
thyroid adenoma,DOID:2891,HSD3B2
thyroid adenoma,DOID:2891,IDH1
thyroid adenoma,DOID:2891,IFNA2
thyroid adenoma,DOID:2891,IFNAR1
thyroid adenoma,DOID:2891,IGFBP1
thyroid adenoma,DOID:2891,IKBKB
thyroid adenoma,DOID:2891,IL3
thyroid adenoma,DOID:2891,IL3RA
thyroid adenoma,DOID:2891,IL6ST
thyroid adenoma,DOID:2891,IL10
thyroid adenoma,DOID:2891,IRAK1
thyroid adenoma,DOID:2891,IRS1
thyroid adenoma,DOID:2891,ITGA1
thyroid adenoma,DOID:2891,ITGA3
thyroid adenoma,DOID:2891,ITGB2
thyroid adenoma,DOID:2891,ITPR1
thyroid adenoma,DOID:2891,ITPR3
thyroid adenoma,DOID:2891,JAK1
thyroid adenoma,DOID:2891,JAK2
thyroid adenoma,DOID:2891,KIT
thyroid adenoma,DOID:2891,KRAS
thyroid adenoma,DOID:2891,LGALS1
thyroid adenoma,DOID:2891,LIG4
thyroid adenoma,DOID:2891,SMAD4
thyroid adenoma,DOID:2891,SMAD7
thyroid adenoma,DOID:2891,MATN2
thyroid adenoma,DOID:2891,MC1R
thyroid adenoma,DOID:2891,MLH1
thyroid adenoma,DOID:2891,MMP7
thyroid adenoma,DOID:2891,MSH3
thyroid adenoma,DOID:2891,MTF1
thyroid adenoma,DOID:2891,MYC
thyroid adenoma,DOID:2891,NBN
thyroid adenoma,DOID:2891,NRAS
thyroid adenoma,DOID:2891,NTRK1
thyroid adenoma,DOID:2891,TNFRSF11B
thyroid adenoma,DOID:2891,P2RX7
thyroid adenoma,DOID:2891,PDPK1
thyroid adenoma,DOID:2891,SLC26A4
thyroid adenoma,DOID:2891,PIK3CA
thyroid adenoma,DOID:2891,PLAT
thyroid adenoma,DOID:2891,PLAU
thyroid adenoma,DOID:2891,PMS2
thyroid adenoma,DOID:2891,PPARG
thyroid adenoma,DOID:2891,PRKAR1A
thyroid adenoma,DOID:2891,PRKDC
thyroid adenoma,DOID:2891,MAPK1
thyroid adenoma,DOID:2891,PTCH1
thyroid adenoma,DOID:2891,PTEN
thyroid adenoma,DOID:2891,PTHLH
thyroid adenoma,DOID:2891,PTH1R
thyroid adenoma,DOID:2891,PTPRJ
thyroid adenoma,DOID:2891,RAD51
thyroid adenoma,DOID:2891,RAD52
thyroid adenoma,DOID:2891,RAF1
thyroid adenoma,DOID:2891,RAP1A
thyroid adenoma,DOID:2891,RAP1B
thyroid adenoma,DOID:2891,RASA1
thyroid adenoma,DOID:2891,RET
thyroid adenoma,DOID:2891,S100A10
thyroid adenoma,DOID:2891,CCL5
thyroid adenoma,DOID:2891,SDHB
thyroid adenoma,DOID:2891,SDHC
thyroid adenoma,DOID:2891,SDHD
thyroid adenoma,DOID:2891,SHH
thyroid adenoma,DOID:2891,SIAH2
thyroid adenoma,DOID:2891,SLC5A5
thyroid adenoma,DOID:2891,SMO
thyroid adenoma,DOID:2891,SRC
thyroid adenoma,DOID:2891,STAT1
thyroid adenoma,DOID:2891,STAT2
thyroid adenoma,DOID:2891,STAT3
thyroid adenoma,DOID:2891,AURKA
thyroid adenoma,DOID:2891,TCEB3
thyroid adenoma,DOID:2891,TCF12
thyroid adenoma,DOID:2891,TG
thyroid adenoma,DOID:2891,THRA
thyroid adenoma,DOID:2891,NKX2-1
thyroid adenoma,DOID:2891,TP53
thyroid adenoma,DOID:2891,TPO
thyroid adenoma,DOID:2891,TRAF6
thyroid adenoma,DOID:2891,TSHB
thyroid adenoma,DOID:2891,TSHR
thyroid adenoma,DOID:2891,TYK2
thyroid adenoma,DOID:2891,UCP1
thyroid adenoma,DOID:2891,VDR
thyroid adenoma,DOID:2891,VEGFA
thyroid adenoma,DOID:2891,VTN
thyroid adenoma,DOID:2891,VWF
thyroid adenoma,DOID:2891,WT1
thyroid adenoma,DOID:2891,XRCC1
thyroid adenoma,DOID:2891,XRCC2
thyroid adenoma,DOID:2891,XRCC3
thyroid adenoma,DOID:2891,XRCC4
thyroid adenoma,DOID:2891,XRCC5
thyroid adenoma,DOID:2891,MAP3K12
thyroid adenoma,DOID:2891,PRDM2
thyroid adenoma,DOID:2891,PAX8
thyroid adenoma,DOID:2891,CXCR4
thyroid adenoma,DOID:2891,CCDC6
thyroid adenoma,DOID:2891,NCOA4
thyroid adenoma,DOID:2891,AIP
thyroid adenoma,DOID:2891,STK17B
thyroid adenoma,DOID:2891,STK17A
thyroid adenoma,DOID:2891,TRIP12
thyroid adenoma,DOID:2891,TRIP11
thyroid adenoma,DOID:2891,CDYL
thyroid adenoma,DOID:2891,GSTO1
thyroid adenoma,DOID:2891,FHL5
thyroid adenoma,DOID:2891,NCOR2
thyroid adenoma,DOID:2891,MED13
thyroid adenoma,DOID:2891,AKT3
thyroid adenoma,DOID:2891,RTN3
thyroid adenoma,DOID:2891,WDR3
thyroid adenoma,DOID:2891,PLA2R1
thyroid adenoma,DOID:2891,KCNIP3
thyroid adenoma,DOID:2891,DUOX1
thyroid adenoma,DOID:2891,CSGALNACT1
thyroid adenoma,DOID:2891,ERO1LB
thyroid adenoma,DOID:2891,THADA
thyroid adenoma,DOID:2891,GPR98
thyroid adenoma,DOID:2891,CTHRC1
thyroid adenoma,DOID:2891,IL31RA
thyroid adenoma,DOID:2891,SLC5A8
thyroid adenoma,DOID:2891,SPAG17
thyroid adenoma,DOID:2891,SNX19
thyroid adenoma,DOID:2891,VEGF
cervix carcinoma,DOID:2893,NAT2
cervix carcinoma,DOID:2893,PARP1
cervix carcinoma,DOID:2893,APEX1
cervix carcinoma,DOID:2893,BIRC5
cervix carcinoma,DOID:2893,FAS
cervix carcinoma,DOID:2893,FASLG
cervix carcinoma,DOID:2893,BARD1
cervix carcinoma,DOID:2893,CCND1
cervix carcinoma,DOID:2893,BCL2
cervix carcinoma,DOID:2893,BRCA1
cervix carcinoma,DOID:2893,BRCA2
cervix carcinoma,DOID:2893,BSG
cervix carcinoma,DOID:2893,CASP8
cervix carcinoma,DOID:2893,SERPINH1
cervix carcinoma,DOID:2893,CCNE1
cervix carcinoma,DOID:2893,CD28
cervix carcinoma,DOID:2893,CD80
cervix carcinoma,DOID:2893,CD86
cervix carcinoma,DOID:2893,CDC6
cervix carcinoma,DOID:2893,CDKN1A
cervix carcinoma,DOID:2893,CDKN2A
cervix carcinoma,DOID:2893,CCR5
cervix carcinoma,DOID:2893,CTLA4
cervix carcinoma,DOID:2893,CYBA
cervix carcinoma,DOID:2893,CYP1A1
cervix carcinoma,DOID:2893,CYP2A6
cervix carcinoma,DOID:2893,CYP2E1
cervix carcinoma,DOID:2893,NQO1
cervix carcinoma,DOID:2893,EFNB2
cervix carcinoma,DOID:2893,EGF
cervix carcinoma,DOID:2893,EGFR
cervix carcinoma,DOID:2893,ELAVL1
cervix carcinoma,DOID:2893,EPHB4
cervix carcinoma,DOID:2893,EPHX1
cervix carcinoma,DOID:2893,ERBB2
cervix carcinoma,DOID:2893,ERCC1
cervix carcinoma,DOID:2893,ERCC2
cervix carcinoma,DOID:2893,ERCC5
cervix carcinoma,DOID:2893,ERPL2
cervix carcinoma,DOID:2893,FANCA
cervix carcinoma,DOID:2893,FCGR2A
cervix carcinoma,DOID:2893,FGFR3
cervix carcinoma,DOID:2893,FHIT
cervix carcinoma,DOID:2893,MTOR
cervix carcinoma,DOID:2893,GATA3
cervix carcinoma,DOID:2893,GPX1
cervix carcinoma,DOID:2893,GSTM1
cervix carcinoma,DOID:2893,GSTM3
cervix carcinoma,DOID:2893,GSTP1
cervix carcinoma,DOID:2893,GSTT1
cervix carcinoma,DOID:2893,MSH6
cervix carcinoma,DOID:2893,HFE
cervix carcinoma,DOID:2893,HIF1A
cervix carcinoma,DOID:2893,HLA-A
cervix carcinoma,DOID:2893,HLA-B
cervix carcinoma,DOID:2893,HLA-C
cervix carcinoma,DOID:2893,HLA-DPB1
cervix carcinoma,DOID:2893,HLA-DQA1
cervix carcinoma,DOID:2893,HLA-DQB1
cervix carcinoma,DOID:2893,HLA-DRB1
cervix carcinoma,DOID:2893,HLA-G
cervix carcinoma,DOID:2893,HP
cervix carcinoma,DOID:2893,HES1
cervix carcinoma,DOID:2893,IFNA17
cervix carcinoma,DOID:2893,IFNG
cervix carcinoma,DOID:2893,IFNGR2
cervix carcinoma,DOID:2893,IL1A
cervix carcinoma,DOID:2893,IL1B
cervix carcinoma,DOID:2893,IL1RN
cervix carcinoma,DOID:2893,IL2
cervix carcinoma,DOID:2893,IL4R
cervix carcinoma,DOID:2893,IL6
cervix carcinoma,DOID:2893,IL8
cervix carcinoma,DOID:2893,IL10
cervix carcinoma,DOID:2893,IL10RA
cervix carcinoma,DOID:2893,IL12A
cervix carcinoma,DOID:2893,IL12B
cervix carcinoma,DOID:2893,IL18
cervix carcinoma,DOID:2893,INS
cervix carcinoma,DOID:2893,IRF1
cervix carcinoma,DOID:2893,IRF3
cervix carcinoma,DOID:2893,JAK3
cervix carcinoma,DOID:2893,JUN
cervix carcinoma,DOID:2893,KDR
cervix carcinoma,DOID:2893,KIR2DL1
cervix carcinoma,DOID:2893,KIR2DL2
cervix carcinoma,DOID:2893,KIR2DL3
cervix carcinoma,DOID:2893,KIR2DL4
cervix carcinoma,DOID:2893,KIR2DS4
cervix carcinoma,DOID:2893,KIR3DL1
cervix carcinoma,DOID:2893,KIR3DL2
cervix carcinoma,DOID:2893,KRT19
cervix carcinoma,DOID:2893,LAMB3
cervix carcinoma,DOID:2893,LIG4
cervix carcinoma,DOID:2893,LTA
cervix carcinoma,DOID:2893,SMAD7
cervix carcinoma,DOID:2893,MBL2
cervix carcinoma,DOID:2893,MDM2
cervix carcinoma,DOID:2893,MGMT
cervix carcinoma,DOID:2893,MICB
cervix carcinoma,DOID:2893,MMP1
cervix carcinoma,DOID:2893,MMP2
cervix carcinoma,DOID:2893,MMP7
cervix carcinoma,DOID:2893,MMP9
cervix carcinoma,DOID:2893,MMP14
cervix carcinoma,DOID:2893,MPO
cervix carcinoma,DOID:2893,MTHFR
cervix carcinoma,DOID:2893,MTR
cervix carcinoma,DOID:2893,NBN
cervix carcinoma,DOID:2893,NOS3
cervix carcinoma,DOID:2893,OGG1
cervix carcinoma,DOID:2893,PCNA
cervix carcinoma,DOID:2893,PDCD1
cervix carcinoma,DOID:2893,PDGFRA
cervix carcinoma,DOID:2893,PIK3CA
cervix carcinoma,DOID:2893,PMS1
cervix carcinoma,DOID:2893,POU4F1
cervix carcinoma,DOID:2893,PPP2R1B
cervix carcinoma,DOID:2893,PSMB8
cervix carcinoma,DOID:2893,PSMB9
cervix carcinoma,DOID:2893,PTGS2
cervix carcinoma,DOID:2893,RARB
cervix carcinoma,DOID:2893,RB1
cervix carcinoma,DOID:2893,RFC1
cervix carcinoma,DOID:2893,RNASEL
cervix carcinoma,DOID:2893,S100P
cervix carcinoma,DOID:2893,SERPINB3
cervix carcinoma,DOID:2893,CXCL12
cervix carcinoma,DOID:2893,SLC2A1
cervix carcinoma,DOID:2893,SLC2A3
cervix carcinoma,DOID:2893,SLC11A1
cervix carcinoma,DOID:2893,SLC19A1
cervix carcinoma,DOID:2893,SLIT3
cervix carcinoma,DOID:2893,SOD2
cervix carcinoma,DOID:2893,ST14
cervix carcinoma,DOID:2893,STAT1
cervix carcinoma,DOID:2893,STK11
cervix carcinoma,DOID:2893,SULT1A2
cervix carcinoma,DOID:2893,SULT1A1
cervix carcinoma,DOID:2893,TAP1
cervix carcinoma,DOID:2893,TAP2
cervix carcinoma,DOID:2893,TAPBP
cervix carcinoma,DOID:2893,TERT
cervix carcinoma,DOID:2893,TGFB1
cervix carcinoma,DOID:2893,TGFBR1
cervix carcinoma,DOID:2893,TIMP2
cervix carcinoma,DOID:2893,TLR2
cervix carcinoma,DOID:2893,TLR4
cervix carcinoma,DOID:2893,TNF
cervix carcinoma,DOID:2893,TP53
cervix carcinoma,DOID:2893,TP73
cervix carcinoma,DOID:2893,VEGFA
cervix carcinoma,DOID:2893,VEGFC
cervix carcinoma,DOID:2893,XPC
cervix carcinoma,DOID:2893,XRCC1
cervix carcinoma,DOID:2893,XRCC3
cervix carcinoma,DOID:2893,GGH
cervix carcinoma,DOID:2893,EXO1
cervix carcinoma,DOID:2893,CD83
cervix carcinoma,DOID:2893,TCEAL1
cervix carcinoma,DOID:2893,SLIT2
cervix carcinoma,DOID:2893,DHRS4
cervix carcinoma,DOID:2893,BLCAP
cervix carcinoma,DOID:2893,POLI
cervix carcinoma,DOID:2893,RAD54B
cervix carcinoma,DOID:2893,ICOS
cervix carcinoma,DOID:2893,REV1
cervix carcinoma,DOID:2893,UGT1A1
cervix carcinoma,DOID:2893,SMYD3
cervix carcinoma,DOID:2893,AKNA
cervix carcinoma,DOID:2893,CLPTM1L
cervix carcinoma,DOID:2893,BRIP1
cervix carcinoma,DOID:2893,KIR3DL3
cervix carcinoma,DOID:2893,SGMS1
cervix carcinoma,DOID:2893,HES5
cervix carcinoma,DOID:2893,CCR2
cervix carcinoma,DOID:2893,MICA
cervix carcinoma,DOID:2893,FLJ78302
cervix carcinoma,DOID:2893,EXO1
cervix carcinoma,DOID:2893,HPV16
cervix carcinoma,DOID:2893,IL8RA
cervix carcinoma,DOID:2893,IL8RB
cervix carcinoma,DOID:2893,REV1
cervix carcinoma,DOID:2893,NOS2A
cervix carcinoma,DOID:2893,DHRS4
cervix carcinoma,DOID:2893,RAS
cervix carcinoma,DOID:2893,KIR3DL3
cervix carcinoma,DOID:2893,VEGF
commensal streptococcal infectious disease,DOID:2898,CD14
commensal streptococcal infectious disease,DOID:2898,CRP
commensal streptococcal infectious disease,DOID:2898,ACE
commensal streptococcal infectious disease,DOID:2898,F5
commensal streptococcal infectious disease,DOID:2898,FCGR2A
commensal streptococcal infectious disease,DOID:2898,FCN2
commensal streptococcal infectious disease,DOID:2898,HLA-C
commensal streptococcal infectious disease,DOID:2898,HLA-DRB1
commensal streptococcal infectious disease,DOID:2898,HMGB1
commensal streptococcal infectious disease,DOID:2898,HSPA1B
commensal streptococcal infectious disease,DOID:2898,IL1A
commensal streptococcal infectious disease,DOID:2898,IL1B
commensal streptococcal infectious disease,DOID:2898,IL1RN
commensal streptococcal infectious disease,DOID:2898,IL6
commensal streptococcal infectious disease,DOID:2898,IL8
commensal streptococcal infectious disease,DOID:2898,IL10
commensal streptococcal infectious disease,DOID:2898,IL12B
commensal streptococcal infectious disease,DOID:2898,IL13
commensal streptococcal infectious disease,DOID:2898,MBL2
commensal streptococcal infectious disease,DOID:2898,MMP16
commensal streptococcal infectious disease,DOID:2898,MYLK
commensal streptococcal infectious disease,DOID:2898,NOS3
commensal streptococcal infectious disease,DOID:2898,SERPINE1
commensal streptococcal infectious disease,DOID:2898,PLAUR
commensal streptococcal infectious disease,DOID:2898,TLR1
commensal streptococcal infectious disease,DOID:2898,TLR2
commensal streptococcal infectious disease,DOID:2898,TLR4
commensal streptococcal infectious disease,DOID:2898,TNF
commensal streptococcal infectious disease,DOID:2898,TLR6
commensal streptococcal infectious disease,DOID:2898,TLR9
commensal Escherichia coli infectious disease,DOID:2905,CRP
commensal Escherichia coli infectious disease,DOID:2905,ACE
commensal Escherichia coli infectious disease,DOID:2905,F2
commensal Escherichia coli infectious disease,DOID:2905,F5
commensal Escherichia coli infectious disease,DOID:2905,IL8
commensal Escherichia coli infectious disease,DOID:2905,IL10
commensal Escherichia coli infectious disease,DOID:2905,LTF
commensal Escherichia coli infectious disease,DOID:2905,MTHFR
commensal Escherichia coli infectious disease,DOID:2905,NOS3
commensal Escherichia coli infectious disease,DOID:2905,TNFRSF11B
commensal Escherichia coli infectious disease,DOID:2905,TLR4
commensal Escherichia coli infectious disease,DOID:2905,YWHAQ
Goldenhar syndrome,DOID:2907,ADH1B
Goldenhar syndrome,DOID:2907,OPHN1
Goldenhar syndrome,DOID:2907,GHS
Goldenhar syndrome,DOID:2907,HFM
Treacher Collins syndrome,DOID:2908,TCOF1
Treacher Collins syndrome,DOID:2908,POLR1C
Treacher Collins syndrome,DOID:2908,POLR1D
acute pancreatitis,DOID:2913,A2M
acute pancreatitis,DOID:2913,CD14
acute pancreatitis,DOID:2913,CFTR
acute pancreatitis,DOID:2913,DEFB1
acute pancreatitis,DOID:2913,EDN1
acute pancreatitis,DOID:2913,EDNRA
acute pancreatitis,DOID:2913,GSTT1
acute pancreatitis,DOID:2913,HSF1
acute pancreatitis,DOID:2913,HSPA1B
acute pancreatitis,DOID:2913,IL1B
acute pancreatitis,DOID:2913,IL6
acute pancreatitis,DOID:2913,IL10
acute pancreatitis,DOID:2913,IL18
acute pancreatitis,DOID:2913,LEP
acute pancreatitis,DOID:2913,LPL
acute pancreatitis,DOID:2913,LTA
acute pancreatitis,DOID:2913,MBL2
acute pancreatitis,DOID:2913,MIF
acute pancreatitis,DOID:2913,PRSS2
acute pancreatitis,DOID:2913,CCL2
acute pancreatitis,DOID:2913,SELE
acute pancreatitis,DOID:2913,SELP
acute pancreatitis,DOID:2913,SOD1
acute pancreatitis,DOID:2913,SPINK1
acute pancreatitis,DOID:2913,TLR2
acute pancreatitis,DOID:2913,TLR4
acute pancreatitis,DOID:2913,TNF
acute pancreatitis,DOID:2913,ADIPOQ
acute pancreatitis,DOID:2913,DEFB4
immune system disease,DOID:2914,RUNX1
immune system disease,DOID:2914,CCR5
immune system disease,DOID:2914,CNR2
immune system disease,DOID:2914,FCGR2A
immune system disease,DOID:2914,CFH
immune system disease,DOID:2914,IL1RAP
immune system disease,DOID:2914,IL1RN
immune system disease,DOID:2914,IL2
immune system disease,DOID:2914,IL10
immune system disease,DOID:2914,IL12B
immune system disease,DOID:2914,LAG3
immune system disease,DOID:2914,NFKB1
immune system disease,DOID:2914,POMC
immune system disease,DOID:2914,CCL2
immune system disease,DOID:2914,CCL5
immune system disease,DOID:2914,SLC22A4
immune system disease,DOID:2914,TGFB1
immune system disease,DOID:2914,SLC9A3R1
immune system disease,DOID:2914,SPINK5
immune system disease,DOID:2914,PADI4
immune system disease,DOID:2914,IBD5
immune system disease,DOID:2914,NOD2
immune system disease,DOID:2914,ADAM33
immune system disease,DOID:2914,FCRL3
immune system disease,DOID:2914,CCR2
hypersensitivity reaction type IV disease,DOID:2916,SERPINB14
cryoglobulinemia,DOID:2917,FCGR3A
cryoglobulinemia,DOID:2917,FCGR3B
cryoglobulinemia,DOID:2917,FN1
cryoglobulinemia,DOID:2917,HLA-DQA1
cryoglobulinemia,DOID:2917,HLA-DQB1
cryoglobulinemia,DOID:2917,HLA-DRB1
cryoglobulinemia,DOID:2917,IL1RN
paraproteinemia,DOID:2918,CTLA4
paraproteinemia,DOID:2918,IL6
paraproteinemia,DOID:2918,KRAS
paraproteinemia,DOID:2918,TGFB1
membranoproliferative glomerulonephritis,DOID:2920,ALB
membranoproliferative glomerulonephritis,DOID:2920,C1QA
membranoproliferative glomerulonephritis,DOID:2920,CFH
membranoproliferative glomerulonephritis,DOID:2920,PON1
membranoproliferative glomerulonephritis,DOID:2920,TSLP
membranoproliferative glomerulonephritis,DOID:2920,CFHL5
membranoproliferative glomerulonephritis,DOID:2920,HLA
glomerulonephritis,DOID:2921,PARP1
glomerulonephritis,DOID:2921,AGT
glomerulonephritis,DOID:2921,AGTR1
glomerulonephritis,DOID:2921,ALB
glomerulonephritis,DOID:2921,APOE
glomerulonephritis,DOID:2921,CR1
glomerulonephritis,DOID:2921,CTLA4
glomerulonephritis,DOID:2921,CYP11B2
glomerulonephritis,DOID:2921,ACE
glomerulonephritis,DOID:2921,DES
glomerulonephritis,DOID:2921,CFD
glomerulonephritis,DOID:2921,ELANE
glomerulonephritis,DOID:2921,ESR1
glomerulonephritis,DOID:2921,FCAR
glomerulonephritis,DOID:2921,FCER1A
glomerulonephritis,DOID:2921,FCGR2A
glomerulonephritis,DOID:2921,FCGR2B
glomerulonephritis,DOID:2921,FCGR3B
glomerulonephritis,DOID:2921,CXCR3
glomerulonephritis,DOID:2921,HLA-DPB1
glomerulonephritis,DOID:2921,HLA-DQA1
glomerulonephritis,DOID:2921,HLA-DQB1
glomerulonephritis,DOID:2921,HLA-DRB1
glomerulonephritis,DOID:2921,IL1B
glomerulonephritis,DOID:2921,IL1RN
glomerulonephritis,DOID:2921,IL2
glomerulonephritis,DOID:2921,IL2RA
glomerulonephritis,DOID:2921,IL6
glomerulonephritis,DOID:2921,IL8
glomerulonephritis,DOID:2921,IL10
glomerulonephritis,DOID:2921,IL18
glomerulonephritis,DOID:2921,JUND
glomerulonephritis,DOID:2921,KLK1
glomerulonephritis,DOID:2921,CD46
glomerulonephritis,DOID:2921,MMP2
glomerulonephritis,DOID:2921,MMP9
glomerulonephritis,DOID:2921,MPO
glomerulonephritis,DOID:2921,MYH9
glomerulonephritis,DOID:2921,NOS3
glomerulonephritis,DOID:2921,NPHS1
glomerulonephritis,DOID:2921,P2RX7
glomerulonephritis,DOID:2921,SERPINE1
glomerulonephritis,DOID:2921,POMC
glomerulonephritis,DOID:2921,PPARG
glomerulonephritis,DOID:2921,CCL1
glomerulonephritis,DOID:2921,CCL2
glomerulonephritis,DOID:2921,CCL3
glomerulonephritis,DOID:2921,CCL4
glomerulonephritis,DOID:2921,CCL5
glomerulonephritis,DOID:2921,CCL7
glomerulonephritis,DOID:2921,SGK1
glomerulonephritis,DOID:2921,TGFB1
glomerulonephritis,DOID:2921,TIMP1
glomerulonephritis,DOID:2921,TNF
glomerulonephritis,DOID:2921,WT1
glomerulonephritis,DOID:2921,C4
glomerulonephritis,DOID:2921,CD89
Klippel-Trenaunay syndrome,DOID:2926,AGGF1
Klippel-Trenaunay syndrome,DOID:2926,KTWS
Chediak-Higashi syndrome,DOID:2935,LYST
Epstein-Barr virus infectious disease,DOID:2938,BIRC5
Epstein-Barr virus infectious disease,DOID:2938,BAX
Epstein-Barr virus infectious disease,DOID:2938,CCND1
Epstein-Barr virus infectious disease,DOID:2938,BCL2
Epstein-Barr virus infectious disease,DOID:2938,CDKN2A
Epstein-Barr virus infectious disease,DOID:2938,CCR5
Epstein-Barr virus infectious disease,DOID:2938,CTLA4
Epstein-Barr virus infectious disease,DOID:2938,CYP2E1
Epstein-Barr virus infectious disease,DOID:2938,GPR183
Epstein-Barr virus infectious disease,DOID:2938,EIF2S1
Epstein-Barr virus infectious disease,DOID:2938,EPHX1
Epstein-Barr virus infectious disease,DOID:2938,FHIT
Epstein-Barr virus infectious disease,DOID:2938,GBP1
Epstein-Barr virus infectious disease,DOID:2938,GSTM1
Epstein-Barr virus infectious disease,DOID:2938,GSTT1
Epstein-Barr virus infectious disease,DOID:2938,HLA-A
Epstein-Barr virus infectious disease,DOID:2938,HLA-B
Epstein-Barr virus infectious disease,DOID:2938,HLA-C
Epstein-Barr virus infectious disease,DOID:2938,HLA-DPB1
Epstein-Barr virus infectious disease,DOID:2938,HLA-DQA1
Epstein-Barr virus infectious disease,DOID:2938,HLA-DQB1
Epstein-Barr virus infectious disease,DOID:2938,HLA-DRB1
Epstein-Barr virus infectious disease,DOID:2938,IFNG
Epstein-Barr virus infectious disease,DOID:2938,IL1A
Epstein-Barr virus infectious disease,DOID:2938,IL1B
Epstein-Barr virus infectious disease,DOID:2938,IL2
Epstein-Barr virus infectious disease,DOID:2938,IL6
Epstein-Barr virus infectious disease,DOID:2938,IL10
Epstein-Barr virus infectious disease,DOID:2938,IL18
Epstein-Barr virus infectious disease,DOID:2938,KIR2DS4
Epstein-Barr virus infectious disease,DOID:2938,STMN1
Epstein-Barr virus infectious disease,DOID:2938,SH2D1A
Epstein-Barr virus infectious disease,DOID:2938,MBL2
Epstein-Barr virus infectious disease,DOID:2938,MC1R
Epstein-Barr virus infectious disease,DOID:2938,MTHFR
Epstein-Barr virus infectious disease,DOID:2938,MYC
Epstein-Barr virus infectious disease,DOID:2938,PRF1
Epstein-Barr virus infectious disease,DOID:2938,CCL2
Epstein-Barr virus infectious disease,DOID:2938,CCL17
Epstein-Barr virus infectious disease,DOID:2938,CCL22
Epstein-Barr virus infectious disease,DOID:2938,SLC11A1
Epstein-Barr virus infectious disease,DOID:2938,TAP1
Epstein-Barr virus infectious disease,DOID:2938,TGFB1
Epstein-Barr virus infectious disease,DOID:2938,TLR2
Epstein-Barr virus infectious disease,DOID:2938,TNF
Epstein-Barr virus infectious disease,DOID:2938,TP53
Epstein-Barr virus infectious disease,DOID:2938,TRAF3
Epstein-Barr virus infectious disease,DOID:2938,EBI3
Epstein-Barr virus infectious disease,DOID:2938,DHRS9
Epstein-Barr virus infectious disease,DOID:2938,TNFSF13B
Epstein-Barr virus infectious disease,DOID:2938,C15orf55
Epstein-Barr virus infectious disease,DOID:2938,MICA
Epstein-Barr virus infectious disease,DOID:2938,HPV16
Epstein-Barr virus infectious disease,DOID:2938,RAS
Epstein-Barr virus infectious disease,DOID:2938,CCL17
Herpesviridae infectious disease,DOID:2939,APOE
Herpesviridae infectious disease,DOID:2939,APP
Herpesviridae infectious disease,DOID:2939,CD14
Herpesviridae infectious disease,DOID:2939,FCGR3A
Herpesviridae infectious disease,DOID:2939,HLA-A
Herpesviridae infectious disease,DOID:2939,HLA-DRB1
Herpesviridae infectious disease,DOID:2939,IL4
Herpesviridae infectious disease,DOID:2939,IL6
Herpesviridae infectious disease,DOID:2939,IL8
Herpesviridae infectious disease,DOID:2939,IL10
Herpesviridae infectious disease,DOID:2939,IL12A
Herpesviridae infectious disease,DOID:2939,MICB
Herpesviridae infectious disease,DOID:2939,PVRL1
